<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20120723,000000,1577.3000000,1579.7000000,1562.0000000,1576.7000000,114321
20120724,000000,1576.8000000,1584.5000000,1567.8000000,1583.2000000,123000
20120725,000000,1583.2000000,1610.0000000,1579.5000000,1603.0000000,148172
20120726,000000,1603.0000000,1621.5000000,1600.8000000,1615.2000000,135307
20120727,000000,1615.2000000,1628.6000000,1613.5000000,1622.8000000,113671
20120729,000000,1623.0000000,1625.8000000,1619.1000000,1620.7000000,2353
20120730,000000,1620.4000000,1624.3000000,1613.1000000,1622.8000000,11728
20120731,000000,1623.2000000,1627.5000000,1610.0000000,1617.7000000,9247
20120801,000000,1617.8000000,1621.8000000,1595.0000000,1604.4000000,135743
20120802,000000,1604.4000000,1618.8000000,1586.3000000,1591.9000000,136759
20120803,000000,1592.4000000,1609.9000000,1588.5000000,1607.0000000,105335
20120805,000000,1607.4000000,1610.8000000,1605.3000000,1610.7000000,5881
20120806,000000,1610.4000000,1618.4000000,1584.8000000,1614.3000000,68593
20120807,000000,1614.4000000,1621.3000000,1611.0000000,1612.1000000,71326
20120808,000000,1612.1000000,1620.3000000,1605.9000000,1618.7000000,83794
20120809,000000,1618.6000000,1621.0000000,1612.2000000,1614.4000000,62443
20120810,000000,1614.4000000,1629.7000000,1606.6000000,1623.1000000,93333
20120812,000000,1623.7000000,1627.7000000,1621.6000000,1626.5000000,7488
20120813,000000,1626.9000000,1628.2000000,1609.7000000,1614.7000000,82447
20120814,000000,1614.4000000,1618.9000000,1593.6000000,1604.0000000,108809
20120815,000000,1603.9000000,1609.1000000,1592.1000000,1605.4000000,89223
20120816,000000,1605.4000000,1622.0000000,1603.0000000,1617.9000000,97641
20120817,000000,1617.9000000,1623.0000000,1613.3000000,1617.5000000,64992
20120819,000000,1618.5000000,1622.0000000,1617.2000000,1621.4000000,4941
20120820,000000,1621.2000000,1624.8000000,1611.8000000,1624.7000000,66273
20120821,000000,1624.6000000,1643.6000000,1624.0000000,1641.4000000,117264
20120822,000000,1641.6000000,1668.2000000,1636.3000000,1665.5000000,134259
20120823,000000,1665.4000000,1677.5000000,1659.5000000,1669.3000000,133660
20120824,000000,1668.9000000,1676.3000000,1665.1000000,1673.4000000,81173
20120826,000000,1674.0000000,1679.3000000,1673.2000000,1677.4000000,11187
20120827,000000,1677.2000000,1679.2000000,1659.1000000,1662.7000000,75847
20120828,000000,1662.8000000,1674.9000000,1661.5000000,1671.3000000,89098
20120829,000000,1671.1000000,1672.5000000,1654.4000000,1659.1000000,88100
20120830,000000,1659.1000000,1666.7000000,1652.3000000,1657.9000000,85886
20120831,000000,1657.8000000,1695.5000000,1647.1000000,1692.6000000,167553
20120902,000000,1693.3000000,1695.3000000,1688.0000000,1693.6000000,11439
20120903,000000,1693.9000000,1699.6000000,1687.6000000,1697.4000000,40701
20120904,000000,1697.5000000,1701.6000000,1690.1000000,1694.3000000,114917
20120905,000000,1694.0000000,1700.9000000,1689.6000000,1699.2000000,92978
20120906,000000,1699.3000000,1716.9000000,1691.3000000,1694.7000000,164114
20120907,000000,1694.7000000,1745.4000000,1691.9000000,1737.6000000,173991
20120909,000000,1738.3000000,1742.3000000,1736.0000000,1740.4000000,13938
20120910,000000,1740.1000000,1740.4000000,1727.0000000,1731.9000000,92615
20120911,000000,1731.9000000,1740.5000000,1729.7000000,1738.1000000,95291
20120912,000000,1738.1000000,1749.5000000,1727.3000000,1733.6000000,152028
20120913,000000,1733.8000000,1780.0000000,1720.0000000,1779.8000000,243870
20120914,000000,1779.6000000,1780.2000000,1767.7000000,1773.5000000,140373
20120916,000000,1773.5000000,1778.9000000,1773.4000000,1777.2000000,11670
20120917,000000,1777.1000000,1778.3000000,1756.0000000,1758.4000000,115437
20120918,000000,1758.6000000,1775.9000000,1753.2000000,1774.1000000,144754
20120919,000000,1774.2000000,1781.8000000,1764.2000000,1766.4000000,141442
20120920,000000,1766.2000000,1776.0000000,1757.7000000,1774.3000000,127983
20120921,000000,1774.3000000,1790.0000000,1771.7000000,1774.8000000,147680
20120923,000000,1774.6000000,1775.3000000,1759.2000000,1763.8000000,27237
20120924,000000,1763.6000000,1770.2000000,1757.9000000,1767.2000000,96616
20120925,000000,1767.4000000,1777.9000000,1761.0000000,1764.6000000,132820
20120926,000000,1764.6000000,1768.4000000,1738.3000000,1757.8000000,165988
20120927,000000,1757.7000000,1784.7000000,1753.6000000,1783.9000000,156275
20120928,000000,1784.1000000,1785.9000000,1769.5000000,1773.5000000,121718
20120930,000000,1773.4000000,1773.8000000,1765.7000000,1768.1000000,10237
20121001,000000,1768.1000000,1794.4000000,1767.2000000,1780.0000000,171843
20121002,000000,1779.8000000,1786.6000000,1772.3000000,1776.5000000,106224
20121003,000000,1776.7000000,1785.3000000,1773.7000000,1784.6000000,106573
20121004,000000,1784.5000000,1798.1000000,1782.7000000,1796.2000000,144978
20121005,000000,1795.8000000,1796.8000000,1774.5000000,1783.0000000,135492
20121007,000000,1781.9000000,1782.5000000,1768.2000000,1773.4000000,20287
20121008,000000,1773.3000000,1781.6000000,1768.3000000,1780.2000000,74581
20121009,000000,1780.1000000,1780.8000000,1762.2000000,1765.6000000,126467
20121010,000000,1765.6000000,1770.0000000,1758.5000000,1766.2000000,114313
20121011,000000,1766.1000000,1776.6000000,1764.7000000,1770.3000000,102199
20121012,000000,1770.2000000,1775.0000000,1753.5000000,1755.4000000,108459
20121014,000000,1755.2000000,1755.5000000,1742.6000000,1746.0000000,23062
20121015,000000,1746.0000000,1750.6000000,1729.7000000,1738.7000000,137302
20121016,000000,1738.5000000,1754.5000000,1738.0000000,1752.4000000,96606
20121017,000000,1752.5000000,1755.0000000,1744.0000000,1750.5000000,92784
20121018,000000,1750.5000000,1752.7000000,1736.8000000,1738.2000000,100269
20121019,000000,1738.4000000,1740.3000000,1716.0000000,1721.6000000,123100
20121021,000000,1721.8000000,1728.0000000,1714.4000000,1726.6000000,16695
20121022,000000,1726.9000000,1731.2000000,1722.4000000,1725.0000000,87617
20121023,000000,1724.8000000,1725.8000000,1704.6000000,1711.8000000,134863
20121024,000000,1711.8000000,1713.4000000,1698.7000000,1708.3000000,123047
20121025,000000,1708.1000000,1718.9000000,1704.9000000,1706.0000000,102557
20121026,000000,1705.9000000,1719.9000000,1701.4000000,1711.6000000,98725
20121028,000000,1712.4000000,1716.7000000,1710.8000000,1715.5000000,9256
20121029,000000,1715.4000000,1717.8000000,1705.2000000,1711.5000000,52444
20121030,000000,1711.8000000,1715.7000000,1708.6000000,1711.8000000,46881
20121031,000000,1711.7000000,1726.6000000,1711.4000000,1721.9000000,106756
20121101,000000,1721.9000000,1727.5000000,1707.4000000,1708.9000000,103587
20121102,000000,1709.0000000,1711.4000000,1674.8000000,1678.4000000,182026
20121104,000000,1677.5000000,1684.7000000,1676.0000000,1679.4000000,17457
20121105,000000,1679.3000000,1687.0000000,1672.5000000,1686.1000000,94154
20121106,000000,1686.1000000,1726.5000000,1684.2000000,1723.5000000,188014
20121107,000000,1723.6000000,1733.0000000,1703.0000000,1718.6000000,180172
20121108,000000,1718.5000000,1738.0000000,1712.6000000,1737.4000000,134061
20121109,000000,1737.4000000,1739.4000000,1726.9000000,1730.7000000,106303
20121111,000000,1731.7000000,1736.8000000,1731.7000000,1735.2000000,11736
20121112,000000,1735.3000000,1738.0000000,1721.2000000,1725.9000000,80248
20121113,000000,1725.8000000,1733.3000000,1717.6000000,1728.2000000,113630
20121114,000000,1728.1000000,1734.1000000,1720.5000000,1725.1000000,128627
20121115,000000,1725.1000000,1726.6000000,1704.5000000,1713.6000000,146759
20121116,000000,1713.6000000,1716.8000000,1705.6000000,1713.8000000,94789
20121118,000000,1714.5000000,1723.6000000,1713.4000000,1721.7000000,14108
20121119,000000,1721.6000000,1735.5000000,1721.2000000,1734.1000000,103641
20121120,000000,1734.1000000,1736.0000000,1718.4000000,1723.9000000,104340
20121121,000000,1724.0000000,1732.5000000,1722.4000000,1731.0000000,83347
20121122,000000,1731.0000000,1732.4000000,1727.6000000,1730.0000000,18587
20121123,000000,1730.0000000,1755.0000000,1730.0000000,1751.8000000,91339
20121125,000000,1751.5000000,1751.9000000,1747.3000000,1750.5000000,13870
20121126,000000,1750.4000000,1752.3000000,1746.0000000,1750.1000000,83345
20121127,000000,1750.1000000,1750.7000000,1738.4000000,1738.9000000,105206
20121128,000000,1738.9000000,1741.9000000,1705.5000000,1719.3000000,159661
20121129,000000,1719.2000000,1732.7000000,1717.7000000,1732.5000000,24185
20121130,000000,1732.4000000,1733.7000000,1710.2000000,1716.6000000,123451
20121202,000000,1716.6000000,1722.5000000,1716.3000000,1721.2000000,12122
20121203,000000,1721.2000000,1724.9000000,1698.5000000,1702.2000000,104142
20121204,000000,1702.4000000,1711.8000000,1692.6000000,1703.2000000,160143
20121205,000000,1703.3000000,1708.3000000,1686.0000000,1690.0000000,136799
20121206,000000,1690.1000000,1705.2000000,1687.1000000,1702.8000000,126264
20121207,000000,1702.9000000,1706.9000000,1684.1000000,1705.9000000,118021
20121209,000000,1704.8000000,1710.2000000,1703.3000000,1709.9000000,11635
20121210,000000,1710.0000000,1718.8000000,1708.2000000,1710.8000000,69910
20121211,000000,1710.6000000,1715.8000000,1706.0000000,1712.1000000,61127
20121212,000000,1712.0000000,1725.0000000,1695.5000000,1699.4000000,171568
20121213,000000,1699.4000000,1703.7000000,1690.7000000,1698.9000000,134176
20121214,000000,1699.0000000,1701.9000000,1694.0000000,1697.5000000,63287
20121216,000000,1698.9000000,1701.0000000,1690.0000000,1692.2000000,17992
20121217,000000,1692.2000000,1704.4000000,1687.5000000,1703.6000000,76697
20121218,000000,1703.7000000,1704.1000000,1662.0000000,1675.7000000,166187
20121219,000000,1675.8000000,1677.7000000,1664.2000000,1668.7000000,125672
20121220,000000,1668.8000000,1672.8000000,1636.0000000,1644.4000000,185894
20121221,000000,1644.3000000,1660.5000000,1644.3000000,1658.3000000,94676
20121223,000000,1657.6000000,1660.7000000,1652.7000000,1660.3000000,7552
20121224,000000,1660.3000000,1666.5000000,1657.4000000,1659.0000000,30100
20121225,000000,1657.5000000,1658.0000000,1650.6000000,1656.0000000,8571
20121226,000000,1656.0000000,1668.7000000,1653.9000000,1657.1000000,47061
20121227,000000,1656.9000000,1667.0000000,1653.1000000,1663.1000000,81438
20121228,000000,1662.9000000,1663.3000000,1654.1000000,1657.6000000,52930
20121230,000000,1656.0000000,1664.4000000,1655.9000000,1664.1000000,6569
20121231,000000,1664.2000000,1681.0000000,1657.1000000,1675.6000000,66270
20130101,000000,1674.3000000,1681.0000000,1670.9000000,1680.4000000,11517
20130102,000000,1680.5000000,1695.4000000,1680.1000000,1687.0000000,96587
20130103,000000,1687.0000000,1688.7000000,1645.6000000,1652.0000000,144732
20130104,000000,1652.2000000,1659.0000000,1626.0000000,1657.9000000,182970
20130106,000000,1656.5000000,1663.0000000,1655.9000000,1661.5000000,19651
20130107,000000,1661.5000000,1662.1000000,1642.6000000,1649.7000000,115633
20130108,000000,1649.7000000,1664.1000000,1647.6000000,1662.0000000,103528
20130109,000000,1662.1000000,1666.0000000,1651.3000000,1657.6000000,100468
20130110,000000,1657.6000000,1678.8000000,1657.6000000,1672.1000000,128586
20130111,000000,1672.2000000,1676.9000000,1653.1000000,1662.3000000,126505
20130113,000000,1659.6000000,1667.9000000,1659.5000000,1666.4000000,12161
20130114,000000,1666.5000000,1674.8000000,1663.9000000,1670.9000000,94654
20130115,000000,1670.9000000,1684.9000000,1670.3000000,1682.2000000,132572
20130116,000000,1682.2000000,1684.7000000,1673.0000000,1678.5000000,89440
20130117,000000,1678.5000000,1697.8000000,1666.4000000,1690.7000000,179097
20130118,000000,1690.7000000,1695.1000000,1683.3000000,1684.6000000,89842
20130120,000000,1686.2000000,1691.1000000,1684.8000000,1689.6000000,11253
20130121,000000,1689.7000000,1694.2000000,1685.5000000,1694.2000000,42700
20130122,000000,1694.2000000,1695.9000000,1686.3000000,1691.9000000,88384
20130123,000000,1691.8000000,1694.8000000,1677.0000000,1678.1000000,100887
20130124,000000,1678.2000000,1682.6000000,1662.6000000,1668.8000000,137347
20130125,000000,1668.8000000,1671.6000000,1655.0000000,1658.4000000,104054
20130127,000000,1658.3000000,1660.7000000,1657.2000000,1659.7000000,10902
20130128,000000,1659.7000000,1661.6000000,1651.0000000,1660.3000000,99605
20130129,000000,1660.4000000,1666.6000000,1658.7000000,1665.6000000,64296
20130130,000000,1665.6000000,1683.0000000,1661.8000000,1679.5000000,16300
20130131,000000,1679.5000000,1679.5000000,1657.4000000,1662.9000000,13923
20130201,000000,1662.9000000,1683.0000000,1661.2000000,1668.5000000,148436
20130203,000000,1669.1000000,1674.1000000,1665.1000000,1672.7000000,12615
20130204,000000,1672.7000000,1678.6000000,1661.6000000,1676.6000000,102389
20130205,000000,1676.5000000,1687.0000000,1666.5000000,1674.0000000,140356
20130206,000000,1674.0000000,1682.0000000,1668.8000000,1681.2000000,84858
20130207,000000,1681.2000000,1683.9000000,1663.4000000,1672.8000000,170464
20130208,000000,1672.8000000,1674.3000000,1665.8000000,1667.7000000,76917
20130210,000000,1667.8000000,1670.0000000,1666.8000000,1668.3000000,4254
20130211,000000,1668.3000000,1670.3000000,1643.0000000,1647.0000000,147834
20130212,000000,1647.1000000,1653.8000000,1639.5000000,1649.9000000,122355
20130213,000000,1650.0000000,1655.0000000,1640.5000000,1645.8000000,109502
20130214,000000,1645.8000000,1650.0000000,1630.1000000,1633.3000000,161117
20130215,000000,1633.3000000,1634.2000000,1596.7000000,1610.3000000,211744
20130217,000000,1609.6000000,1618.8000000,1608.7000000,1615.0000000,24035
20130218,000000,1615.0000000,1617.4000000,1606.7000000,1613.5000000,50013
20130219,000000,1613.4000000,1614.5000000,1600.2000000,1606.5000000,130513
20130220,000000,1606.5000000,1608.5000000,1554.3000000,1563.0000000,262898
20130221,000000,1562.9000000,1587.0000000,1562.6000000,1585.9000000,172852
20130222,000000,1585.9000000,1586.7000000,1569.3000000,1580.4000000,105827
20130224,000000,1579.5000000,1586.3000000,1574.7000000,1585.8000000,21504
20130225,000000,1585.8000000,1597.9000000,1583.5000000,1592.7000000,136558
20130226,000000,1592.7000000,1619.7000000,1583.7000000,1609.9000000,224874
20130227,000000,1609.9000000,1612.2000000,1591.4000000,1598.8000000,135038
20130228,000000,1598.8000000,1602.5000000,1574.3000000,1578.9000000,171249
20130301,000000,1578.9000000,1586.9000000,1564.0000000,1575.8000000,151781
20130303,000000,1577.7000000,1584.3000000,1575.6000000,1578.3000000,18826
20130304,000000,1578.3000000,1582.1000000,1568.7000000,1580.8000000,103236
20130305,000000,1580.9000000,1585.8000000,1571.1000000,1577.9000000,120509
20130306,000000,1577.9000000,1584.9000000,1566.4000000,1582.6000000,151703
20130307,000000,1582.6000000,1584.8000000,1574.0000000,1576.8000000,102537
20130308,000000,1576.7000000,1583.1000000,1560.4000000,1578.2000000,160490
20130310,000000,1578.3000000,1580.9000000,1574.5000000,1579.5000000,13210
20130311,000000,1579.7000000,1583.5000000,1575.3000000,1582.6000000,73709
20130312,000000,1582.8000000,1600.0000000,1580.7000000,1591.7000000,120758
20130313,000000,1591.8000000,1598.8000000,1582.3000000,1586.1000000,126703
20130314,000000,1586.1000000,1592.2000000,1575.2000000,1590.4000000,123462
20130315,000000,1590.3000000,1597.9000000,1589.0000000,1591.3000000,75583
20130317,000000,1596.7000000,1607.6000000,1589.6000000,1597.0000000,31748
20130318,000000,1597.1000000,1610.4000000,1594.4000000,1604.4000000,122476
20130319,000000,1604.5000000,1615.0000000,1599.0000000,1612.4000000,128626
20130320,000000,1612.4000000,1613.9000000,1599.6000000,1607.1000000,99734
20130321,000000,1607.1000000,1616.5000000,1606.2000000,1613.2000000,93126
20130322,000000,1613.3000000,1614.7000000,1602.6000000,1607.5000000,79770
20130324,000000,1608.6000000,1612.8000000,1601.5000000,1609.3000000,16112
20130325,000000,1609.7000000,1611.0000000,1588.4000000,1600.5000000,140295
20130326,000000,1600.5000000,1602.4000000,1593.4000000,1598.3000000,69588
20130327,000000,1598.2000000,1608.1000000,1590.3000000,1605.6000000,15546
20130328,000000,1605.0000000,1605.8000000,1593.6000000,1596.0000000,1696
20130331,000000,1596.8000000,1601.6000000,1594.8000000,1598.2000000,9322
20130401,000000,1598.4000000,1604.3000000,1595.0000000,1602.6000000,56146
20130402,000000,1602.5000000,1602.8000000,1563.1000000,1568.3000000,159017
20130403,000000,1568.3000000,1576.5000000,1541.2000000,1546.3000000,192037
20130404,000000,1545.2000000,1556.5000000,1539.4000000,1551.3000000,147258
20130405,000000,1551.2000000,1581.8000000,1549.3000000,1581.8000000,144021
20130407,000000,1580.9000000,1582.9000000,1575.2000000,1578.0000000,14902
20130408,000000,1577.8000000,1580.6000000,1566.6000000,1576.4000000,87385
20130409,000000,1576.1000000,1590.1000000,1570.3000000,1585.6000000,108159
20130410,000000,1585.6000000,1588.5000000,1553.0000000,1560.0000000,165232
20130411,000000,1559.9000000,1568.1000000,1554.3000000,1560.5000000,108527
20130412,000000,1560.4000000,1564.2000000,1476.0000000,1476.1000000,334272
20130414,000000,1481.0000000,1495.0000000,1422.2000000,1446.9000000,105398
20130415,000000,1446.9000000,1458.5000000,1321.5000000,1365.9000000,598069
20130416,000000,1365.3000000,1404.2000000,1357.1000000,1377.0000000,339630
20130417,000000,1376.4000000,1395.2000000,1335.6000000,1367.8000000,240245
20130418,000000,1367.9000000,1402.0000000,1363.1000000,1397.9000000,194814
20130419,000000,1397.7000000,1424.7000000,1391.4000000,1407.0000000,159066
20130421,000000,1408.3000000,1423.8000000,1403.5000000,1422.0000000,32883
20130422,000000,1422.5000000,1438.8000000,1417.5000000,1427.1000000,155819
20130423,000000,1427.0000000,1428.5000000,1404.0000000,1426.4000000,176365
20130424,000000,1426.7000000,1447.5000000,1418.3000000,1446.3000000,128985
20130425,000000,1446.5000000,1484.8000000,1441.4000000,1473.4000000,182468
20130426,000000,1473.5000000,1482.7000000,1447.3000000,1462.2000000,148734
20130428,000000,1465.8000000,1472.2000000,1461.6000000,1468.8000000,13931
20130429,000000,1469.1000000,1478.3000000,1462.3000000,1468.3000000,101947
20130430,000000,1468.9000000,1479.5000000,1460.5000000,1474.2000000,123846
20130501,000000,1474.3000000,1474.8000000,1439.7000000,1452.4000000,160996
20130502,000000,1452.7000000,1476.4000000,1451.2000000,1472.9000000,128084
20130503,000000,1472.8000000,1487.2000000,1455.4000000,1470.5000000,139256
20130505,000000,1470.0000000,1478.4000000,1467.0000000,1476.4000000,13379
20130506,000000,1475.8000000,1478.0000000,1458.6000000,1464.5000000,80040
20130507,000000,1464.7000000,1465.6000000,1440.4000000,1453.8000000,148623
20130508,000000,1453.9000000,1476.0000000,1449.0000000,1472.7000000,124397
20130509,000000,1472.7000000,1472.9000000,1451.6000000,1458.8000000,119646
20130510,000000,1458.9000000,1461.2000000,1418.5000000,1447.2000000,183158
20130512,000000,1448.1000000,1448.3000000,1424.7000000,1430.0000000,29422
20130513,000000,1430.1000000,1444.9000000,1425.5000000,1439.5000000,103090
20130514,000000,1439.5000000,1442.3000000,1419.7000000,1424.2000000,144312
20130515,000000,1423.7000000,1425.7000000,1385.6000000,1393.1000000,210872
20130516,000000,1393.7000000,1395.3000000,1368.0000000,1378.6000000,185207
20130517,000000,1378.4000000,1386.9000000,1353.6000000,1358.3000000,180761
20130519,000000,1362.7000000,1364.0000000,1336.3000000,1342.4000000,46352
20130520,000000,1342.0000000,1397.9000000,1340.3000000,1392.1000000,173562
20130521,000000,1392.2000000,1399.9000000,1358.0000000,1374.7000000,160301
20130522,000000,1374.5000000,1413.2000000,1353.1000000,1371.1000000,197331
20130523,000000,1370.6000000,1397.1000000,1368.7000000,1396.6000000,149839
20130524,000000,1395.9000000,1395.9000000,1381.1000000,1385.5000000,71260
20130526,000000,1387.7000000,1392.4000000,1383.0000000,1390.8000000,10436
20130527,000000,1391.2000000,1395.6000000,1385.6000000,1387.3000000,28583
20130528,000000,1386.7000000,1401.0000000,1372.1000000,1386.1000000,160943
20130529,000000,1386.4000000,1397.2000000,1380.1000000,1394.6000000,73697
20130530,000000,1394.7000000,1421.6000000,1394.1000000,1418.2000000,32732
20130531,000000,1417.2000000,1418.9000000,1384.2000000,1388.0000000,138014
20130602,000000,1389.1000000,1397.7000000,1388.3000000,1394.1000000,11565
20130603,000000,1394.2000000,1416.5000000,1390.0000000,1409.7000000,117877
20130604,000000,1409.9000000,1411.7000000,1388.1000000,1406.8000000,104653
20130605,000000,1407.5000000,1410.3000000,1395.1000000,1397.7000000,117879
20130606,000000,1397.3000000,1423.3000000,1391.2000000,1413.8000000,154967
20130607,000000,1414.1000000,1416.9000000,1377.1000000,1384.3000000,152104
20130609,000000,1382.7000000,1387.7000000,1377.4000000,1384.8000000,10973
20130610,000000,1385.0000000,1388.5000000,1375.1000000,1382.5000000,97971
20130611,000000,1382.5000000,1383.7000000,1364.5000000,1375.7000000,127639
20130612,000000,1375.8000000,1394.4000000,1372.2000000,1388.3000000,112409
20130613,000000,1388.5000000,1391.3000000,1373.0000000,1384.0000000,111230
20130614,000000,1384.3000000,1391.8000000,1377.8000000,1390.5000000,85796
20130616,000000,1390.8000000,1391.4000000,1386.3000000,1388.9000000,8983
20130617,000000,1388.7000000,1389.8000000,1379.8000000,1381.9000000,61729
20130618,000000,1381.8000000,1382.6000000,1360.2000000,1365.7000000,120622
20130619,000000,1365.7000000,1376.0000000,1338.6000000,1344.0000000,140930
20130620,000000,1343.6000000,1344.9000000,1268.7000000,1290.1000000,343106
20130621,000000,1290.8000000,1301.7000000,1285.5000000,1297.7000000,130444
20130623,000000,1296.4000000,1300.7000000,1281.3000000,1283.0000000,19854
20130624,000000,1283.0000000,1290.2000000,1272.6000000,1275.7000000,146933
20130625,000000,1276.1000000,1289.0000000,1242.6000000,1251.5000000,166658
20130626,000000,1250.8000000,1254.1000000,1221.0000000,1238.7000000,255702
20130627,000000,1238.6000000,1243.8000000,1179.4000000,1199.3000000,250700
20130628,000000,1199.3000000,1234.8000000,1186.0000000,1234.8000000,230946
20130630,000000,1233.1000000,1244.8000000,1224.1000000,1241.5000000,30751
20130701,000000,1241.5000000,1261.7000000,1232.7000000,1258.1000000,161272
20130702,000000,1258.1000000,1267.0000000,1238.8000000,1244.6000000,136285
20130703,000000,1244.3000000,1259.3000000,1236.0000000,1252.6000000,119587
20130704,000000,1252.7000000,1254.7000000,1241.4000000,1242.9000000,41026
20130705,000000,1242.9000000,1244.5000000,1206.9000000,1222.4000000,146519
20130707,000000,1221.4000000,1229.0000000,1214.4000000,1218.9000000,19543
20130708,000000,1219.3000000,1253.5000000,1217.0000000,1252.7000000,112108
20130709,000000,1253.3000000,1258.7000000,1240.8000000,1244.2000000,127938
20130710,000000,1243.9000000,1288.3000000,1243.4000000,1284.4000000,178001
20130711,000000,1284.4000000,1297.2000000,1276.1000000,1279.8000000,144108
20130712,000000,1278.8000000,1284.8000000,1266.4000000,1283.1000000,96558
20130714,000000,1283.9000000,1293.6000000,1283.4000000,1288.9000000,18682
20130715,000000,1289.6000000,1290.2000000,1272.5000000,1278.7000000,85092
20130716,000000,1279.1000000,1294.7000000,1277.9000000,1289.4000000,101901
20130717,000000,1289.3000000,1299.7000000,1269.3000000,1274.7000000,183105
20130718,000000,1275.0000000,1293.9000000,1274.1000000,1289.8000000,109511
20130719,000000,1290.0000000,1297.1000000,1285.1000000,1295.6000000,86675
20130721,000000,1296.2000000,1319.3000000,1295.4000000,1315.7000000,28569
20130722,000000,1316.2000000,1338.7000000,1312.9000000,1333.7000000,130600
20130723,000000,1334.0000000,1348.7000000,1325.6000000,1338.8000000,117159
20130724,000000,1338.8000000,1345.2000000,1312.7000000,1322.1000000,147475
20130725,000000,1322.0000000,1340.5000000,1308.4000000,1336.8000000,120503
20130726,000000,1336.8000000,1338.9000000,1311.9000000,1333.7000000,108964
20130728,000000,1333.6000000,1334.7000000,1324.8000000,1327.5000000,10869
20130729,000000,1327.5000000,1338.1000000,1322.6000000,1327.6000000,66035
20130730,000000,1327.1000000,1338.4000000,1316.2000000,1332.8000000,15609
20130731,000000,1332.9000000,1334.9000000,1304.9000000,1316.9000000,20738
20130801,000000,1316.6000000,1328.0000000,1291.0000000,1293.3000000,148835
20130802,000000,1293.2000000,1318.0000000,1282.4000000,1312.9000000,157027
20130804,000000,1312.0000000,1320.3000000,1310.6000000,1316.4000000,9911
20130805,000000,1316.4000000,1317.5000000,1288.8000000,1292.6000000,100598
20130806,000000,1292.7000000,1296.0000000,1272.5000000,1279.0000000,123807
20130807,000000,1278.8000000,1294.8000000,1271.8000000,1294.6000000,107935
20130808,000000,1294.5000000,1316.2000000,1286.7000000,1310.6000000,122717
20130809,000000,1310.3000000,1316.5000000,1304.1000000,1313.5000000,79894
20130811,000000,1313.6000000,1333.0000000,1313.5000000,1328.8000000,25101
20130812,000000,1328.6000000,1351.0000000,1322.2000000,1335.3000000,116458
20130813,000000,1335.2000000,1341.0000000,1315.1000000,1320.6000000,142169
20130814,000000,1320.6000000,1345.9000000,1317.9000000,1338.4000000,118528
20130815,000000,1338.5000000,1372.3000000,1317.9000000,1366.3000000,214382
20130816,000000,1366.4000000,1379.2000000,1357.0000000,1375.0000000,134389
20130818,000000,1377.4000000,1384.1000000,1374.7000000,1378.5000000,16061
20130819,000000,1378.4000000,1381.1000000,1360.7000000,1361.7000000,110349
20130820,000000,1362.0000000,1378.0000000,1351.6000000,1367.6000000,126071
20130821,000000,1367.7000000,1378.9000000,1354.5000000,1360.7000000,148604
20130822,000000,1361.0000000,1381.4000000,1360.6000000,1377.7000000,123817
20130823,000000,1377.7000000,1399.9000000,1367.8000000,1396.3000000,138657
20130825,000000,1398.4000000,1407.0000000,1390.3000000,1396.0000000,21640
20130826,000000,1396.1000000,1407.0000000,1388.4000000,1398.9000000,94965
20130827,000000,1399.1000000,1424.0000000,1397.9000000,1419.8000000,142154
20130828,000000,1419.7000000,1434.0000000,1407.6000000,1413.3000000,153784
20130829,000000,1413.3000000,1416.5000000,1402.0000000,1410.4000000,135603
20130830,000000,1410.4000000,1410.8000000,1391.8000000,1396.2000000,107070
20130901,000000,1392.9000000,1394.6000000,1373.6000000,1393.6000000,22853
20130902,000000,1393.4000000,1398.5000000,1387.4000000,1393.2000000,46019
20130903,000000,1393.0000000,1416.4000000,1384.3000000,1411.7000000,139407
20130904,000000,1412.0000000,1412.8000000,1384.6000000,1391.9000000,123174
20130905,000000,1392.0000000,1400.0000000,1364.7000000,1370.6000000,167181
20130906,000000,1370.8000000,1393.6000000,1358.8000000,1388.5000000,133965
20130908,000000,1391.0000000,1395.0000000,1385.0000000,1387.6000000,8745
20130909,000000,1387.8000000,1391.4000000,1375.5000000,1377.1000000,80562
20130910,000000,1376.8000000,1380.3000000,1356.0000000,1365.2000000,125831
20130911,000000,1366.9000000,1368.0000000,1353.8000000,1358.7000000,88682
20130912,000000,1358.7000000,1359.0000000,1320.4000000,1324.3000000,170148
20130913,000000,1324.0000000,1328.0000000,1304.6000000,1327.6000000,144736
20130915,000000,1333.3000000,1336.0000000,1323.2000000,1327.9000000,25478
20130916,000000,1327.6000000,1328.5000000,1302.7000000,1313.5000000,134832
20130917,000000,1313.6000000,1324.7000000,1291.5000000,1297.8000000,138392
20130918,000000,1297.9000000,1368.2000000,1294.3000000,1361.3000000,188070
20130919,000000,1361.7000000,1375.4000000,1359.0000000,1364.0000000,155529
20130920,000000,1363.5000000,1365.3000000,1324.9000000,1325.6000000,161144
20130922,000000,1326.8000000,1330.8000000,1313.4000000,1321.9000000,23049
20130923,000000,1321.8000000,1332.0000000,1316.3000000,1327.3000000,113812
20130924,000000,1328.2000000,1329.4000000,1305.5000000,1325.9000000,141461
